,Unnamed: 0,data_id,event_date,year,time_precision,event_type,actor1,actor1_type,actor2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,fatalities,Month,Day,Year-Month
3831,3831,562920,2014/8/20,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,1,8,20,2014-8
3835,3835,1481663,2014/8/18,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,5,8,18,2014-8
3836,3836,1481638,2014/8/18,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,8,18,2014-8
3838,3838,562913,2014/8/17,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,3,2,8,17,2014-8
3839,3839,562911,2014/8/17,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,3,8,17,2014-8
3840,3840,562912,2014/8/17,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,2,8,17,2014-8
3850,3850,1481781,2014/8/15,2014,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,8,15,2014-8
3858,3858,1481984,2014/8/12,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,0,8,12,2014-8
3859,3859,1481985,2014/8/12,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek East,,Makur-agar,6.51,30.04,1,2,8,12,2014-8
3867,3867,1482142,2014/8/8,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,2,8,8,2014-8
3869,3869,1482239,2014/8/6,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Lakes,Yirol West,Abang,Yirol,6.5545,30.4999,2,0,8,6,2014-8
3871,3871,1482240,2014/8/6,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek East,Alamtoch East,Malek,6.62,29.82,2,0,8,6,2014-8
3874,3874,1482301,2014/8/5,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,2,0,8,5,2014-8
3875,3875,1482264,2014/8/5,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek East,Alamtoch West,Pacong,6.6976,29.8147,1,1,8,5,2014-8
3876,3876,1482302,2014/8/5,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,4,8,5,2014-8
3877,3877,1482265,2014/8/5,2014,1,Violence against civilians,MDF: Mabanese Defence Forces,Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,5,8,5,2014-8
3878,3878,1482347,2014/8/4,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,4,8,4,2014-8
3879,3879,1482312,2014/8/4,2014,1,Violence against civilians,MDF: Mabanese Defence Forces,Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,1,8,4,2014-8
3881,3881,1482377,2014/8/3,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,4,8,3,2014-8
3884,3884,1482437,2014/8/1,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,8,1,2014-8
3888,3888,1482574,2014/7/29,2014,1,Strategic development,Government of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,7,29,2014-7
3890,3890,1482640,2014/7/28,2014,1,Strategic development,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Northern Bahr el Ghazal,Aweil West,Mariam,Aweil,8.7863,27.4015,3,0,7,28,2014-7
3894,3894,1482706,2014/7/26,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Northern Bahr el Ghazal,Aweil West,Mariam,Aweil,8.7863,27.4015,3,0,7,26,2014-7
3897,3897,1482824,2014/7/23,2014,2,Violence against civilians,Military Forces of South Sudan (2011-) Presidential Security Unit,Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,7,23,2014-7
3911,3911,1483049,2014/7/18,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,1,1,7,18,2014-7
3913,3913,1483147,2014/7/16,2014,2,Violence against civilians,Rup Dinka Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Rumbek Centre,,Nyangkot,7.0127,29.7,1,2,7,16,2014-7
3914,3914,1483182,2014/7/16,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Jonglei,Akobo,Akobo,Mareng,7.5833,32.8333,1,4,7,16,2014-7
3919,3919,1483187,2014/7/16,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Canal/Pigi,,Ayiot,9.11,31.65,2,0,7,16,2014-7
3921,3921,1483188,2014/7/16,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Canal,Kurway,Atar,9.2533,31.3387,2,18,7,16,2014-7
3926,3926,562821,2014/7/15,2014,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,7,15,2014-7
3941,3941,562806,2014/7/9,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Equatoria,Maridi,Maridi,Maridi,4.9238,29.4626,2,3,7,9,2014-7
3943,3943,1483553,2014/7/8,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Baliet,Sobat,Akoke,9.74,32.18,2,0,7,8,2014-7
3945,3945,1483518,2014/7/8,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,1,7,8,2014-7
3946,3946,1483611,2014/7/7,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,1,7,7,2014-7
3949,3949,1483708,2014/7/5,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Mayom,,Mankien,9.0483,29.0983,1,19,7,5,2014-7
3950,3950,1483726,2014/7/4,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Warrap,Twic,,Bor Riak,9.317,28.2339,1,18,7,4,2014-7
3952,3952,1483779,2014/7/3,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Equatoria,Maridi,Maridi,Maridi,4.9238,29.4626,1,1,7,3,2014-7
3955,3955,1747177,2014/7/1,2014,3,Violence against civilians,Police Forces of South Sudan (2011-) Prison Guards,Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,7,7,1,2014-7
3969,3969,1484488,2014/6/17,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek East,,Karich,6.6338,29.919,2,1,6,17,2014-6
3970,3970,1484519,2014/6/17,2014,1,Remote violence,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Pariang,,Khor Bwow,9.5099,29.8658,2,0,6,17,2014-6
3972,3972,1484570,2014/6/16,2014,1,Violence against civilians,Former Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,6,16,2014-6
3973,3973,562772,2014/6/16,2014,1,Violence against civilians,Waat Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,2,6,16,2014-6
3974,3974,562771,2014/6/16,2014,1,Violence against civilians,Panyar Clan Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,1,1,6,16,2014-6
3975,3975,1484630,2014/6/15,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,1,6,15,2014-6
3978,3978,562767,2014/6/15,2014,3,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,3,2,6,15,2014-6
3987,3987,562756,2014/6/10,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Lokiliri,4.5455,31.9682,1,1,6,10,2014-6
3988,3988,1484838,2014/6/10,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (Sudan),Civilians,17,Upper Nile,Maban,Maban,Maban,9.96,33.73,2,1,6,10,2014-6
3989,3989,1484874,2014/6/9,2014,1,Remote violence,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Renk,Renk,Renk,11.75,32.8,1,0,6,9,2014-6
3992,3992,1484915,2014/6/8,2014,2,Violence against civilians,Former Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,2,0,6,8,2014-6
3993,3993,1484916,2014/6/8,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,2,6,8,2014-6
3998,3998,562746,2014/6/5,2014,1,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Upper Nile,Maban,Maban,Maban,9.96,33.73,2,1,6,5,2014-6
4001,4001,562744,2014/6/4,2014,1,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Upper Nile,Maban,Maban,Maban,9.96,33.73,2,1,6,4,2014-6
4006,4006,1485141,2014/6/3,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (Kenya),Civilians,27,Jonglei,Uror,Pieri,Yuai,7.901,31.8883,1,0,6,3,2014-6
4012,4012,1485268,2014/6/1,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,2,0,6,1,2014-6
4016,4016,1148748,2014/5/31,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,20,5,31,2014-5
4017,4017,562727,2014/5/28,2014,1,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Rumbek North,Rup,Marial,7.43,29.76,1,1,5,28,2014-5
4021,4021,1485546,2014/5/25,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek East,Alamtoch West,Pacong,6.6976,29.8147,1,1,5,25,2014-5
4028,4028,1485780,2014/5/20,2014,1,Remote violence,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Luakpiny/Nasir,,Nasir,8.6,33.0667,1,0,5,20,2014-5
4031,4031,562711,2014/5/20,2014,1,Remote violence,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Mayom,Mankien,Mayom,9.22,29.17,2,0,5,20,2014-5
4032,4032,1485783,2014/5/20,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,5,20,2014-5
4034,4034,1485785,2014/5/20,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Baliet,Sobat,Balliet,9.3046,32.0746,2,10,5,20,2014-5
4035,4035,562708,2014/5/20,2014,1,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,7,5,20,2014-5
4037,4037,1485847,2014/5/19,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,5,19,2014-5
4039,4039,1485972,2014/5/16,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Panyijiar,,Mathiang,7.39,30.35,1,30,5,16,2014-5
4040,4040,1485940,2014/5/16,2014,2,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,4,5,16,2014-5
4041,4041,562701,2014/5/15,2014,3,Violence against civilians,JEM: Justice and Equality Movement,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Pariang,,Yida,10.1042,30.0903,1,0,5,15,2014-5
4043,4043,562700,2014/5/15,2014,3,Violence against civilians,JEM: Justice and Equality Movement,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,0,5,15,2014-5
4044,4044,1485985,2014/5/15,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,,Pakur,9.237,29.7803,1,10,5,15,2014-5
4047,4047,1485986,2014/5/15,2014,3,Violence against civilians,JEM: Justice and Equality Movement,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,5,15,2014-5
4048,4048,1485987,2014/5/15,2014,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,1,5,15,2014-5
4049,4049,1486079,2014/5/14,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Jonglei,Pochalla,Pochalla,Pochalla,7.1783,34.0967,1,40,5,14,2014-5
4050,4050,1486039,2014/5/14,2014,2,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Rumbek North,Rup,Marial,7.43,29.76,2,0,5,14,2014-5
4060,4060,1486218,2014/5/11,2014,1,Violence against civilians,Misseriya Ethnic Militia (South Sudan),Ethnic militia,Civilians (Sudan),Civilians,47,Northern Bahr el Ghazal,Aweil West,Mariam,Aweil,8.7863,27.4015,2,1,5,11,2014-5
4066,4066,1486307,2014/5/9,2014,1,Remote violence,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,1,5,9,2014-5
4068,4068,1486400,2014/5/7,2014,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,5,7,2014-5
4088,4088,1486713,2014/5/1,2014,2,Violence against civilians,Unidentified Clan Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,3,0,5,1,2014-5
4089,4089,1486714,2014/5/1,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,3,0,5,1,2014-5
4091,4091,1486716,2014/5/1,2014,1,Violence against civilians,Rioters (South Sudan),Rioters,Civilians (South Sudan),Civilians,57,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,5,1,2014-5
4094,4094,1486776,2014/4/30,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Northern Bahr el Ghazal,Aweil East,,War-awar,9.162,27.6514,2,1,4,30,2014-4
4097,4097,1486779,2014/4/30,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,1,4,30,2014-4
4110,4110,1486955,2014/4/26,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,4,26,2014-4
4115,4115,1486997,2014/4/25,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Jur River,Kuajiena,Mapel,7.2998,28.4425,1,192,4,25,2014-4
4119,4119,562622,2014/4/24,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Panyikang,Tonga,Tonga,9.5019,30.9675,1,0,4,24,2014-4
4156,4156,1487337,2014/4/17,2014,1,Violence against civilians,Bor Clan Dinka Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,60,4,17,2014-4
4166,4166,1487380,2014/4/16,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,4,16,2014-4
4170,4170,1487424,2014/4/15,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,230,4,15,2014-4
4172,4172,1487484,2014/4/14,2014,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Unity,Pariang,Awet-adet,Pariang,9.9123,29.9814,2,0,4,14,2014-4
4188,4188,1487776,2014/4/8,2014,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Unity,Pariang,Awet-adet,Pariang,9.9123,29.9814,1,0,4,8,2014-4
4192,4192,1487828,2014/4/7,2014,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Unity,Pariang,Awet-adet,Pariang,9.9123,29.9814,1,0,4,7,2014-4
4194,4194,562545,2014/4/7,2014,1,Violence against civilians,Unidentified Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Twic East,,Makuac,7.09,31.37,1,0,4,7,2014-4
4204,4204,1487936,2014/4/5,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Koch,Guit,Buaw,8.8283,29.7362,1,0,4,5,2014-4
4205,4205,1487937,2014/4/5,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Duk,Duk Padiet,Fanyang,7.71,31.74,1,0,4,5,2014-4
4207,4207,1488020,2014/4/3,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Twic East,,Jot Junum,7.1833,31.1167,1,5,4,3,2014-4
4209,4209,562530,2014/4/2,2014,1,Violence against civilians,Bor Clan Dinka Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Mayom,Mankien,Mayom,9.22,29.17,2,11,4,2,2014-4
4211,4211,1488052,2014/4/2,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,4,2,2014-4
4214,4214,1488092,2014/4/1,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,3,0,4,1,2014-4
4216,4216,1488120,2014/3/31,2014,1,Violence against civilians,White Army (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Warrap,Twic,Toch (Gogrial),Nyel,8.79,28.52,2,14,3,31,2014-3
4222,4222,1488169,2014/3/29,2014,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Fangak,,Wargar,8.9667,31.0833,2,0,3,29,2014-3
4223,4223,1488201,2014/3/29,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,0,3,29,2014-3
4224,4224,1488254,2014/3/28,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Melut,Renk,Kaka,10.5988,32.1888,1,0,3,28,2014-3
4248,4248,1488592,2014/3/19,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,3,19,2014-3
4253,4253,1488621,2014/3/18,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,3,0,3,18,2014-3
4254,4254,1488622,2014/3/18,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,2,0,3,18,2014-3
4264,4264,1488807,2014/3/14,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,1,7,3,14,2014-3
4268,4268,1488775,2014/3/14,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Upper Nile,Renk,Renk,Renk,11.75,32.8,2,0,3,14,2014-3
4273,4273,1488862,2014/3/13,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,1,3,13,2014-3
4279,4279,1488900,2014/3/12,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,1,3,12,2014-3
4285,4285,1489006,2014/3/9,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,1,9,3,9,2014-3
4288,4288,562451,2014/3/8,2014,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,2,2,3,8,2014-3
4291,4291,562447,2014/3/7,2014,1,Violence against civilians,Dinka Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,2,10,3,7,2014-3
4296,4296,1489166,2014/3/5,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,12,3,5,2014-3
4299,4299,562440,2014/3/4,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Upper Nile,Maban,Renk,Yusuf Batil,10.04,33.58,1,11,3,4,2014-3
4301,4301,1489269,2014/3/3,2014,1,Remote violence,Military Forces of Uganda (1986-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,2,0,3,3,2014-3
4303,4303,1489313,2014/3/2,2014,1,Remote violence,Military Forces of Uganda (1986-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,2,0,3,2,2014-3
4306,4306,1489316,2014/3/2,2014,2,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Mayom,,Kiir River,9.0333,29.4667,2,10,3,2,2014-3
4307,4307,1876421,2014/3/1,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,3,1,2014-3
