,data_id,year,time_precision,event_type,actor1,assoc_actor_1,actor1_type,actor2,assoc_actor_2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,Month,Day,Coordinates
3659,1477630,2014,1,Violence against civilians,Military Forces of South Sudan (2011-) Presidential Security Unit,,Government or mutinous force,Civilians (South Sudan),Journalists (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,"Members of the ""presidential guard force"" assaulted and detained a journalist working for Bloomberg.",0,11,20,"(31.6178, 4.8609)"
3664,1477940,2014,2,Violence against civilians,Police Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),Journalists (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Sudan Tribune,Regional,A journalist was allegedly beaten while being detained by the police.,0,11,13,"(31.6178, 4.8609)"
3665,563088,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,1,Radio Tamazuj,Subnational,"""The chairperson of the youth in the area [of Kapoeta]... sustained wounds after being shot at last week.""",0,11,12,"(33.5829, 4.7762)"
3673,1478167,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Government of South Sudan (2011-),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,The former mayor of Yei and her office manager were found brutally murdered at a construction site just outside Juba. 4 people have been arrested in connection.,2,11,8,"(31.6178, 4.8609)"
3675,1478201,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),,Government or mutinous force,Civilians (Ethiopia),UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Civilians,17,Western Bahr el Ghazal,Raga,Raja,Raja,8.4624,25.680999999999997,1,Radio Tamazuj,Subnational,"South Sudanese security personnel seized trucks transporting armoured vehicles and equipment for Ethiopian peacekeepers serving with UNMISS. They also allegedly beat the drivers of the trucks, accusing them of transporting weapons to the SPLA-IO.",0,11,7,"(25.680999999999997, 8.4624)"
3676,1478323,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Government of South Sudan (2011-),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,Sudan Tribune,Regional,A man dressed as a police officer shot and killed a Lakes state government official in Malith market in a reported assassination attempt.,1,11,4,"(29.6995, 6.8187)"
3677,1478324,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Military Forces of South Sudan (2011-),Civilians,37,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,1,Eye Radio,Subnational,4 people were killed by unidentified gunmen in different locations around Kapoeta in Eastern Equatoria. 3 were civilians and 1 was a soldier.,4,11,4,"(33.5829, 4.7762)"
3697,1478591,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),Nuer Ethnic Group (South Sudan); Christian Group (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,United Nations,Other,"A UN human rights report was released describing the killing of 11 civilians who were identified as Nuer, including 8 taken from a Catholic church, as well as he rape of at least 20 women during their occupation of Bentiu on Oct.29.",11,10,29,"(29.7883, 9.2525)"
3702,563053,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Western Equatoria,Yambio,Yambio,Yambio,4.571000000000001,28.4104,2,Radio Tamazuj,Subnational,"2 people were killed by unidentified gumen while riding a motorcycle near Madangere Payam, about 40km from Yambio.",2,10,27,"(28.4104, 4.571000000000001)"
3705,563048,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Western Equatoria,Mundri West,Mundri,Amadi,5.5147,30.3438,1,Radio Tamazuj,Subnational,"6 cattle keepers were killed, 1 woman was kidnapped and 3 others wounded after an attack on a cattle camp at Amadi Payam. Hundreds of cows were stolen but many have since been returned.",6,10,27,"(30.3438, 5.5147)"
3710,563044,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek East,Alamtoch East,Maluell,6.51,29.91,2,Sudan Tribune,Regional,2 traditional chiefs were killed by unidentified gunmen near in Ayen Mayar village in Rumbek East county.,2,10,25,"(29.91, 6.51)"
3719,1479007,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Jonglei,Bor South,Makuac,Bor,6.2144,31.561999999999998,2,Sudan Tribune,Regional,1 man was killed in a raid on a village along the Bor-Juba road about 40km from Bor.,1,10,21,"(31.561999999999998, 6.2144)"
3722,1479240,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Civilians,37,Upper Nile,Malakal,Obwa,Malakal Airport,9.5589,31.6524,2,Radio Tamazuj; Agence Frence Presse -- English,Subnational-international,A South Sudanese UN contractor with the WFP was kidnapped at Malakal airport by 8 men in plain clothes. There are conflicting reports whether the men were intelligence security agents or part of a pro-government militia.,0,10,16,"(31.6524, 9.5589)"
3723,1479353,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),Military Forces of South Sudan (2011-); Nuer Ethnic Group (South Sudan),Civilians,17,Upper Nile,Melut,Renk,Paloich,10.4568,32.5409,1,"Sudan Tribune, South Sudan News Agency (SSNA)",National-regional,Rebel forces and the SPLM National Coordination Office in the US have claimed that forces loyal to Salva Kiir have executed a brigadier general of Nuer ethnicity in Paloich. The government has denied these claims.,1,10,14,"(32.5409, 10.4568)"
3725,1479355,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),Military Forces of South Sudan (2011-); Nuer Ethnic Group (South Sudan),Civilians,17,Upper Nile,Panyikang,Kongam,Nagdiar,9.3703,31.8456,2,"Sudan Tribune, South Sudan News Agency (SSNA)",National-regional,Rebel forces and the SPLM National Coordination Office in the US have claimed that forces loyal to Salva Kiir have executed 25 soldiers of Nuer ethnicity in the Bailiet area east of Malakal. The government has denied these claims.,25,10,14,"(31.8456, 9.3703)"
3726,1479356,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),Military Forces of South Sudan (2011-); Nuer Ethnic Group (South Sudan),Civilians,17,Upper Nile,Baliet,Sobat,Balliet,9.3046,32.0746,2,"Sudan Tribune, South Sudan News Agency (SSNA)",National-regional,Rebel forces and the SPLM National Coordination Office in the US have claimed that forces loyal to Salva Kiir have executed 27 soldiers of Nuer ethnicity at Anakdiar. The government has denied these claims.,27,10,14,"(32.0746, 9.3046)"
3728,1479543,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Civilians,37,Upper Nile,Malakal,Obwa,Malakal Airport,9.5589,31.6524,2,Radio Tamazuj; Agence Frence Presse -- English,Subnational-international,3 South Sudanese UN contractors were kidnapped by 20 gunmen in civilian clothes in Malakal. 2 were later released but a third is still missing.,0,10,10,"(31.6524, 9.5589)"
3739,1479846,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Upper Nile,Renk,Renk,Renk,11.75,32.8,2,Radio Tamazuj,Subnational,"SPLA-IO has been accused of forcibly recruiting civilians on the Upper Nile-Sudan border, including about 20 taken by opposition fighters near Joda North checkpoint and taken to a training centre near Jenbelain area of Sudans White Nile.",0,10,1,"(32.8, 11.75)"
3740,1479847,2014,1,Violence against civilians,Rumbek Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Cueibet Communal Group (South Sudan),Civilians,47,Lakes,Cueibet,Rup,Abiriu,6.9218,29.4773,1,Radio Tamazuj,Subnational,9 people were killed and 4 wounded in an attack allegedly carried out by Rumbek North youth on Abiriu Payam. 17 cows were killed and 20 other injured as well. The raid occurred at night so no counter-attack could be launched in time.,9,10,1,"(29.4773, 6.9218)"
3746,1479890,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,Radio Tamazuj,Subnational,2 people were killed near the protection site at the UNMISS base in Bentiu. They were believed to have been stabbed by people loyal to the rebels who were taking shetler at the UN-protected camp.,2,9,30,"(29.7883, 9.2525)"
3750,1480018,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,Sudan Tribune,Regional,At least 5 people were killed and 4 injured when unidentified gunmen attacked passengers on the Rumbek-Wulu highway. No arrests were made; it was believed to be a revenge attack.,5,9,26,"(29.6995, 6.8187)"
3751,1480043,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,Radio Tamazuj,Subnational,2 people were killed and 1 wounded after unidentified gumen opened fire at a public bus. They did not attempt to rob the passengers.,2,9,25,"(29.6995, 6.8187)"
3752,1480091,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Upper Nile,Melut,Renk,Arei,10.74,32.71,2,Radio Dabanga,Subnational,"5 people were wounded in an attack by South Sudanese rebels on the village of Hamara, causing many to flee into the bush.",0,9,24,"(32.71, 10.74)"
3753,1480140,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (Egypt),Civilians (South Sudan); Police Forces of South Sudan (2011-),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,Sudan Tribune,Regional,Unknown gunmen killed an Egyptian national on the road from Juba to Rumbek. A policeman and a pastoralist were also killed in the shooting.,3,9,23,"(29.6995, 6.8187)"
3756,562997,2014,1,Violence against civilians,Leer Communal Militia (South Sudan),,Ethnic militia,Civilians (Sudan),Thiik Communal Group (South Sudan),Civilians,47,Warrap,Tonj North,Akop,Akok,8.15,28.8167,1,Bakhita Radio,Subnational,A group of Leer youths responded to a Thiik attack by killing 1 woman and 1 young man in Akok Tek.,2,9,23,"(28.8167, 8.15)"
3757,1480179,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),Dinka Ethnic Group (South Sudan),Civilians,27,Upper Nile,Renk,Renk,Renk,11.75,32.8,2,Gurtong website,Subnational,"Over 25 civilians have been reported killed by rebel forces in the areas of Daba, Chambor and Majak near Renk which are inhabited by Dinka. They were allegedly targeted based on ethnicity.",25,9,22,"(32.8, 11.75)"
3767,1480281,2014,1,Violence against civilians,Unidentified Armed Group (Uganda),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Kajo-Keji,Kangepo l,Kajo-Keji,3.8848,31.6667,2,Bakhita Radio,Subnational,"1 South Sudanese man was killed and 3 others injured when a group of Ugandans attacked across the border with machetes and clubs in the Sunyu area. They also set 12 homesteads on fire. Other reports claim ""tens"" of people were killed.",1,9,19,"(31.6667, 3.8848)"
3770,1480324,2014,1,Violence against civilians,Military Forces of South Sudan (2011-) Military Intelligence Service,Police Forces of South Sudan (2011-) National Security Service,Government or mutinous force,Civilians (South Sudan),Nuer Ethnic Group (South Sudan),Civilians,17,Jonglei,Bor South,Makuac,Bor,6.2144,31.561999999999998,1,HRW,Other,NSS and military intelligence arrested and beat a Nuer humanitarian worker in Bor.,0,9,18,"(31.561999999999998, 6.2144)"
3775,1480392,2014,1,Violence against civilians,Police Forces of South Sudan (2011-) National Security Service,,Government or mutinous force,Civilians (South Sudan),UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Civilians,17,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,1,Amnesty International,Other,"Members of the South Sudanese NSS arrested a UNMISS staff member working in the civil affairs division at the Old market in Torit over suspicion of supporting or being in contact with SPLA-IO, and transferred him to a detention faciliity in Juba. In June 2015 he was transferred to the NSS headquarters in Jebel. As of 14 December 2016, he remained detained without charge, and his family unaware of his whereabouts. He has been reportedly subjected to torture and other ill-treatment while in detention.",0,9,17,"(32.5767, 4.4182)"
3780,1480397,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Government of South Sudan (2011-),Civilians,37,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,Sudan Tribune; Radio Tamazuj,Subnational-regional,Unknown gunmen killed the director of land and survey in his home in Cueibet county. The killing was reportedly a targeted revenge attack linked to an inter-clan fued.,1,9,17,"(29.2472, 7.0317)"
3782,562971,2014,1,Violence against civilians,Rup Dinka Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Pakam Communal Group (South Sudan),Civilians,47,Lakes,Rumbek North,Rup,Maper,7.7,29.6667,2,Sudan Tribune,Regional,"5 people from Pakam community were killed in Rumbek North, in a revenge attack for the killing of a Rup community member on the same day by gunmen suspected to be from Rumbek North",5,9,16,"(29.6667, 7.7)"
3783,562970,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Rup Dinka Ethnic Group (South Sudan),Civilians,37,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,Sudan Tribune,Regional,A Rup community member was killed by gunmen suspected to be from Rumbek North,1,9,16,"(29.2472, 7.0317)"
3784,1480488,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,Bakhita FM,Subnational,Drivers along the Yei-Maridi road have reported that soldiers have been harassing them and beating them with firewood.,0,9,15,"(30.6716, 4.0899)"
3785,1480489,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Upper Nile,Renk,Renk,Renk,11.75,32.8,2,Gurtong website,Subnational,Rebels have reportedly killed farmers in their fields in Renk area. The number of people killed was not specified.,5,9,15,"(32.8, 11.75)"
3788,562966,2014,2,Violence against civilians,Unidentified Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Gok Dinka Ethnic Group (South Sudan),Civilians,47,Lakes,Rumbek East,Alamtoch West,Pacong,6.6976,29.8147,2,Sudan Tribune,Regional,"Following the killing of the son of a late paramount chief in Mayath payam by suspected Gok Dinka pastoralists on Sept 11, his relatives began stopping cars in Pacong and killing those with traditional skin markings of Cueibet county (Gok Dinka). The number of people killed was not specified.",5,9,12,"(29.8147, 6.6976)"
3790,562964,2014,1,Violence against civilians,Gok Dinka Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Lakes,Cueibet,Rup,Mayath,6.9764,29.383000000000003,2,Sudan Tribune,Regional,"Suspected Gok Dinka pastoralists killed 5 people in a car in Mayath payam, Rumbek North, including a son and female relative of the Paramount Chief whose murder in August set off a waves of revenge attacks and killings.",5,9,11,"(29.383000000000003, 6.9764)"
3791,1480663,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Police Forces of South Sudan (2011-),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,Sudan Tribune,Regional,"Unidentified gunmen shot and killed a senior police officer in his home in Chumchok area, Lakes state.",1,9,10,"(29.6995, 6.8187)"
3803,562948,2014,2,Violence against civilians,Cueibet Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Lakes,Rumbek North,Rup,Maper,7.7,29.6667,2,Radio Tamazuj,Subnational,Cattle raiders attacked Choldong cattle camp in Rumbek North on Sept 6 and 7. County authorities accused Cueibet youth of responsibility for the attack.,3,9,8,"(29.6667, 7.7)"
3807,1480826,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Upper Nile,Renk,Renk,Renk,11.75,32.8,2,Radio Tamazuj,Subnational,"Armed men believed to be rebels killed 2 brothers, torched 3 houses, and killed some cattle in Wunamith village, NE of Renk town, Upper Nile state.",2,9,6,"(32.8, 11.75)"
3810,1480940,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Jonglei,Ayod,Wau,Ayod,8.1234,31.4289,1,Radio Tamazuj,Subnational,"Opposition fighters are reportedly shooting at civilians (often seeking medical treatment in government-held Ayod town) to prevent them from crossing the frontline in Ayod, Jonglei state.",0,9,3,"(31.4289, 8.1234)"
3811,1480941,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (Uganda),,Civilians,17,Central Equatoria,Kajo-Keji,Kangepo l,Kajo-Keji,3.8848,31.6667,2,Daily Monitor,Regional,"South Sudanese soldiers reportedly brutalised Ugandans whom they arrested near the border and detained in Mere prison, Kajo-Keji county.",0,9,3,"(31.6667, 3.8848)"
3814,1481091,2014,1,Violence against civilians,Pakam Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Rup Dinka Ethnic Group (South Sudan),Civilians,47,Warrap,Tonj North,Akop,Akop,8.3499,29.0832,1,Sudan Tribune,Regional,"Pakam youth are suspected of attacking a Rup section cattle camp in Akop, killing 2 people",2,8,30,"(29.0832, 8.3499)"
3815,1481173,2014,1,Violence against civilians,Bari Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Eastern Equatoria,Torit,,Loudo,4.5636,32.5018,2,Bakhita Radio,Subnational,"Unknown gunmen, suspected to be Baari youth, killed 9 women and 3 children in Baari village, Loudo boma, Bur payam.",12,8,28,"(32.5018, 4.5636)"
3816,1481213,2014,1,Violence against civilians,Unidentified Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,2,Eye Radio,Subnational,12 people were reported killed in a revenge attack along the Torit-Omorwo road. The incident is reportedly linked to a series of revenge attacks between 2 communities in the area.,12,8,28,"(32.5767, 4.4182)"
3817,1481247,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,Sudan Tribune,Regional,Unknown gunmen killed 2 people in Manyiel amidst ongoing inter-clan violence in Rumbek Central county.,2,8,27,"(29.6995, 6.8187)"
3820,1481249,2014,1,Violence against civilians,Unidentified Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Lakes,Rumbek Centre,Alamtoch East,Cuei Adukan,6.7889,29.7151,1,Sudan Tribune,Regional,"Suspected pastoralists attacked and opened fire on Cuei-Adukan, Rumbek Central, killing 1 person and injuring at least 2 others.",1,8,27,"(29.7151, 6.7889)"
3821,562931,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (International),UN: United Nations,Civilians,37,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,2,Agence France Presse,International,"A UN cargo helicopter was shot down near Bentiu, killing 3 Russian crew members and injuring 1. Rebels and government forces traded blame for the attack.",3,8,26,"(29.7883, 9.2525)"
3824,1481429,2014,1,Violence against civilians,Police Forces of South Sudan (2011-) National Security Service,,Government or mutinous force,Civilians (South Sudan),UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,Amnesty International,Other,"Members of the South Sudanese NSS arrested a UNMISS security guard in Wau over suspicion of supporting or being in contact with SPLA-IO, and transferred him to a detention faciliity in Juba. In early 2015 he was transferred to the NSS headquarters in Jebel, and transferred back to Juba early 2016. As of 14 December 2016, he remained detained without charge. He has been reportedly subjected to torture and other ill-treatment while in detention.",0,8,23,"(28.0071, 7.7177)"
3825,1481430,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),CRF: Collo Resistance Front,Civilians,37,Upper Nile,Melut,Renk,Kaka,10.5988,32.1888,1,Sudan Tribune,Regional,"Unknown assailants killed the paramount chief of Kaka area, Upper Nile. A local group accused local government-allied militia of responsibility. The chief was the second-in-command of the Collo Resistance Front, an opposition group.",1,8,23,"(32.1888, 10.5988)"
3828,1481481,2014,1,Violence against civilians,Police Forces of South Sudan (2011-) National Security Service,,Government or mutinous force,Civilians (South Sudan),UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,Radio Tamazuj; Committee to Protect Journalists website; Amnesty International,Other-subnational,"National Security Service forces detained 2 national UNMISS staff, including a security guard and a journalist from Radio Miraya, in Wau, reportedly accusing them of having links with rebels. The security guard was taken to Juba the next day and initially detained at the NSS riverside detention facility. In early 2015, he was transferred to the NSS headquarters in Jebel, and in January 2016, he was transferred back to the NSS riverside detention facility. Any access to him has been denied since December 2015. He has allegedly been subjected to torture or other ill treatment while in NSS detention.",0,8,22,"(28.0071, 7.7177)"
3831,562920,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,Eye Radio,Subnational,A suspected cattle raider was killed in Rumbek East by unknown gunmen,1,8,20,"(29.6995, 6.8187)"
3835,1481663,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,Sudan Tribune,Regional,"Government forces shot and killed ""a number"" of civilians around the Rubkona airstrip",5,8,18,"(29.7833, 9.3067)"
3836,1481638,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,UN News Service,Other,"Government soldiers opened fire into the air near the Bentiu UN base, injuring a child. The UN reported 'sustained gunfire' around the base. Some reports said that the soldiers were celebrating war veterans' day.",0,8,18,"(29.7883, 9.2525)"
3838,562913,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,3,Sudan Tribune,Regional,4 people were killed in separate incidents in Rumbek Central and Rumbek East in targeted killings by unknown gunmen.,2,8,17,"(29.6995, 6.8187)"
3839,562911,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Christian Group (South Sudan),Civilians,37,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,Eye Radio,Subnational,"Unidentified gunmen attacked a church in Paguor payam, Cueibet county, shooting and killing a priest and 2 other people.",3,8,17,"(29.2472, 7.0317)"
3840,562912,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,Sudan Tribune,Regional,4 people were killed in separate incidents in Rumbek Central and Rumbek East in targeted killings by unknown gunmen.,2,8,17,"(29.6995, 6.8187)"
3850,1481781,2014,3,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Aid Workers (South Sudan),Civilians,37,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,Sudan Tribune,Regional,"The UN reported a 'recent' attack on a female aid worker in Bentiu, though no additional details were provided.",0,8,15,"(29.7883, 9.2525)"
3858,1481984,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,Sudan Tribune,Regional,Security forces in Rumbek arrested and reportedly tortured a Wulu chief who allegedly refused to share information on the whereabouts of suspects in the killing a paramount chief on Aug 5.,0,8,12,"(29.6995, 6.8187)"
3859,1481985,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek East,,Makur-agar,6.51,30.04,1,Sudan Tribune,Regional,2 people were killed in Makuragar village near Akot payam in targeted killings by unknown gunmen.,2,8,12,"(30.04, 6.51)"
3867,1482142,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,Sudan Tribune,Regional,"An unknown gunmen, possibly from Rumbek East county, killed 2 people in Ayeicok, Duony payam, Cueibet county. One of the victims was from the Pan-Nhaich of the Gok section, while the other was from the Dinka Agaar section of Rumbek East county. The attack may be related to the killing of a Rumbek paramount chief of 05/08.",2,8,8,"(29.2472, 7.0317)"
3869,1482239,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Lakes,Yirol West,Abang,Yirol,6.5545,30.4999,2,Sudan Tribune,Regional,"Rebels are accused of attacking Yirol area, Lakes state, looting livestock and injuring civilians.",0,8,6,"(30.4999, 6.5545)"
3871,1482240,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Thuyic Ethnic Group (South Sudan),Civilians,37,Lakes,Rumbek East,Alamtoch East,Malek,6.62,29.82,2,Sudan Tribune,Regional,"At least 13 women of the Thuyic sub-clan were raped in Makuac and Panbarkou villages, near Malekagok area, Rumbek East, following the killing of a paramount chief on 05/08. Supporters of the late chief are believed to be responsible for the rapes, and also looted the areas.",0,8,6,"(29.82, 6.62)"
3874,1482301,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),Government of South Sudan (2011-),Civilians,17,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,2,Sudan Tribune,Regional,"A police officer from Western Bahr el Ghazal reportedly opened fire on the car of the Tonj South county commissioner in Kapara boma, Warrap state. It is thought the attack could be related to a border dispute between Warrap and Western Bahr el Ghazal.",0,8,5,"(28.6839, 7.2733)"
3875,1482264,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek East,Alamtoch West,Pacong,6.6976,29.8147,1,Bakhita Radio; Sudan Tribune; Radio Tamazuj,Subnational-regional,"Unknown gunmen killed the paramount chief of three Athoi chieftaincies in Rumbek East, who is an elder brother of the Lakes State caretaker governor. He was killed at his home in Pacong payam, Rumbek East county. It was later stated that the killing might be in retaliation for the killing of another chief in 2002 by the governor's son. Members of the Thuyic sub-clan are thought to have been responsible.",1,8,5,"(29.8147, 6.6976)"
